Bank_Transaction_ID,Transaction_Ref,Date,Bank_Amount,Bank_Account,Reconciliation_Status
BTXN-855869,TXN-501582,2024-11-10,5515.88,5821842592,Matched
BTXN-702613,TXN-501583,2024-06-05,4480.94,7247342430,Matched
BTXN-789462,TXN-501584,2025-08-26,2516.24,7247342430,Matched
BTXN-719465,TXN-501585,2025-06-28,7845.45,7558494532,Matched
BTXN-797209,TXN-501587,2024-11-17,9396.06,4818728213,Matched
BTXN-720404,TXN-501588,2024-11-13,636.28,4818728213,Matched
BTXN-821453,TXN-501589,2024-02-02,8569.64,5821842592,Matched
BTXN-769625,TXN-501590,2024-03-19,9339.78,5821842592,Matched
BTXN-842726,TXN-501591,2024-07-09,640.0,2725840325,Matched
BTXN-829426,TXN-501592,2024-06-04,5958.07,7558494532,Matched
BTXN-756345,TXN-501593,2025-05-23,9868.71,7247342430,Matched
BTXN-757844,TXN-501594,2026-01-02,7019.29,7558494532,Matched
BTXN-868659,TXN-501595,2024-03-05,7907.26,7558494532,Matched
BTXN-809031,TXN-501596,2025-03-04,7587.41,2725840325,Matched
BTXN-790466,TXN-501597,2024-07-06,4903.02,5821842592,Matched
BTXN-732340,TXN-501598,2024-11-11,174.04,5821842592,Matched
BTXN-815525,TXN-501599,2024-06-20,867.52,4818728213,Matched
BTXN-740785,TXN-501600,2025-10-11,5473.09,5821842592,Matched
BTXN-710131,TXN-501601,2025-03-08,1361.1,4818728213,Matched
BTXN-831445,TXN-501602,2024-10-13,1846.34,4818728213,Matched
BTXN-853386,TXN-501603,2024-09-21,4665.52,4818728213,Matched
BTXN-742250,TXN-501605,2024-02-23,4108.51,2725840325,Matched
BTXN-878752,TXN-501606,2024-06-20,2841.9,2725840325,Partial
BTXN-844246,TXN-501607,2024-05-30,9503.87,2725840325,Matched
BTXN-825168,TXN-501608,2025-07-04,9891.28,4818728213,Matched
BTXN-819968,TXN-501609,2024-08-18,9849.74,2725840325,Matched
BTXN-741596,TXN-501610,2025-04-14,6652.56,2725840325,Partial
BTXN-842127,TXN-501611,2024-10-01,9601.31,2725840325,Partial
BTXN-709985,TXN-501612,2025-11-22,7156.91,7247342430,Matched
BTXN-733610,TXN-501613,2024-10-13,6517.85,5821842592,Matched
BTXN-873399,TXN-501614,2024-06-11,359.51,2725840325,Partial
BTXN-786476,TXN-501615,2025-06-26,5966.54,4818728213,Matched
BTXN-772772,TXN-501616,2025-12-06,3732.83,7247342430,Matched
BTXN-817581,TXN-501617,2024-02-08,9108.6,4818728213,Matched
BTXN-896576,TXN-501618,2024-11-27,7881.43,7247342430,Matched
BTXN-826296,TXN-501620,2024-06-07,3700.2,2725840325,Matched
BTXN-893813,TXN-501621,2025-01-06,3335.49,7247342430,Matched
BTXN-703622,TXN-501622,2025-05-13,9338.75,4818728213,Matched
BTXN-889025,TXN-501623,2024-06-27,8307.69,7558494532,Partial
BTXN-806954,TXN-501624,2025-11-08,1022.29,4818728213,Matched
BTXN-803935,TXN-501625,2024-08-30,8470.01,7247342430,Matched
BTXN-875706,TXN-501626,2025-12-09,7946.51,2725840325,Matched
BTXN-820889,TXN-501627,2025-02-27,7253.85,7247342430,Matched
BTXN-701806,TXN-501628,2025-01-24,5490.36,7247342430,Matched
BTXN-712920,TXN-501629,2024-01-16,8146.09,2725840325,Matched
BTXN-826400,TXN-501630,2025-03-23,1742.38,7247342430,Matched
BTXN-813280,TXN-501631,2024-01-18,4510.42,2725840325,Matched
BTXN-894410,TXN-501632,2024-10-26,3413.04,7558494532,Matched
BTXN-894173,TXN-501633,2024-09-30,7284.32,2725840325,Matched
BTXN-747099,TXN-501634,2025-08-01,3687.35,2725840325,Matched
BTXN-866731,TXN-501635,2025-09-21,6397.09,2725840325,Partial
BTXN-880540,TXN-501636,2024-07-10,5048.22,5821842592,Matched
BTXN-800890,TXN-501637,2024-10-17,3213.58,2725840325,Matched
BTXN-765532,TXN-501638,2025-10-30,7325.49,7558494532,Matched
BTXN-792741,TXN-501639,2024-07-26,4948.72,7247342430,Matched
BTXN-771073,TXN-501640,2024-03-09,191.55,2725840325,Matched
BTXN-737146,TXN-501641,2024-12-07,489.95,7247342430,Matched
BTXN-790094,TXN-501642,2025-09-07,5816.79,4818728213,Partial
BTXN-852519,TXN-501643,2025-08-21,1149.39,7558494532,Matched
BTXN-882137,TXN-501644,2024-05-14,9689.73,5821842592,Matched
BTXN-842819,TXN-501645,2025-08-24,3670.18,7247342430,Matched
BTXN-845138,TXN-501646,2024-07-06,7317.61,7558494532,Matched
BTXN-772415,TXN-501647,2025-09-07,9193.82,7247342430,Matched
BTXN-830718,TXN-501648,2024-04-24,6118.47,2725840325,Matched
BTXN-798604,TXN-501649,2025-01-23,5627.83,7247342430,Partial
BTXN-786624,TXN-501651,2024-11-18,1718.59,5821842592,Matched
BTXN-785089,TXN-501652,2025-05-26,2622.01,4818728213,Partial
BTXN-788221,TXN-501653,2025-07-04,4991.56,4818728213,Matched
BTXN-756989,TXN-501654,2024-12-25,5164.07,5821842592,Matched
BTXN-726108,TXN-501655,2025-04-12,1007.63,7558494532,Matched
BTXN-856320,TXN-501656,2024-12-29,488.89,4818728213,Matched
BTXN-810245,TXN-501657,2025-09-11,4208.24,5821842592,Partial
BTXN-881904,TXN-501658,2024-04-07,6062.25,2725840325,Matched
BTXN-863806,TXN-501659,2025-08-03,6890.62,4818728213,Matched
BTXN-776227,TXN-501660,2024-10-22,4767.69,5821842592,Matched
BTXN-747738,TXN-501661,2024-02-24,5153.03,7558494532,Matched
BTXN-894170,TXN-501663,2025-10-04,5522.22,7247342430,Matched
BTXN-745095,TXN-501664,2024-07-24,561.12,4818728213,Matched
BTXN-831487,TXN-501665,2025-06-09,7474.89,7558494532,Matched
BTXN-751809,TXN-501666,2025-01-14,1368.11,7247342430,Matched
BTXN-710272,TXN-501667,2024-09-18,164.84,2725840325,Matched
BTXN-825170,TXN-501668,2025-08-25,6839.43,7247342430,Matched
BTXN-814666,TXN-501669,2024-05-28,5726.02,2725840325,Matched
BTXN-701203,TXN-501670,2024-10-04,6788.77,7247342430,Matched
BTXN-862919,TXN-501671,2025-02-21,3164.09,7247342430,Matched
BTXN-760826,TXN-501673,2025-12-03,8486.78,5821842592,Matched
BTXN-863089,TXN-501674,2024-05-29,2950.08,4818728213,Partial
BTXN-809211,TXN-501675,2025-06-04,5389.1,2725840325,Matched
BTXN-707324,TXN-501676,2024-02-18,5617.69,2725840325,Matched
BTXN-807890,TXN-501677,2025-03-04,3442.3,7247342430,Matched
BTXN-768039,TXN-501678,2024-07-11,4525.01,5821842592,Partial
BTXN-838987,TXN-501679,2025-01-14,2522.3,7558494532,Matched
BTXN-769305,TXN-501680,2025-08-12,9360.76,2725840325,Matched
BTXN-722346,TXN-501681,2024-08-03,1080.04,5821842592,Matched
BTXN-783726,TXN-501682,2025-06-15,7940.74,5821842592,Matched
BTXN-821032,TXN-501683,2024-04-18,8546.71,4818728213,Matched
BTXN-878045,TXN-501684,2024-01-26,2982.48,7558494532,Matched
BTXN-806075,TXN-501687,2025-04-21,8842.59,2725840325,Matched
BTXN-796467,TXN-501688,2025-03-31,4805.45,7247342430,Matched
BTXN-757485,TXN-501689,2025-02-25,8117.13,5821842592,Matched
BTXN-783740,TXN-501690,2024-11-25,5490.11,7247342430,Matched
BTXN-813451,TXN-501691,2024-03-29,9060.11,7247342430,Matched
BTXN-861733,TXN-501692,2024-11-04,4658.71,7558494532,Matched
BTXN-877095,TXN-501693,2025-05-17,3530.0,5821842592,Matched
BTXN-833756,TXN-501694,2024-07-27,4076.34,2725840325,Matched
BTXN-813077,TXN-501695,2025-09-30,286.43,2725840325,Matched
BTXN-733191,TXN-501696,2025-01-01,2033.78,2725840325,Matched
BTXN-736830,TXN-501697,2024-05-11,2824.29,2725840325,Matched
BTXN-848286,TXN-501698,2024-02-19,1749.63,4818728213,Matched
BTXN-804397,TXN-501699,2025-03-20,8162.55,5821842592,Matched
BTXN-754317,TXN-501700,2025-04-26,8903.25,7558494532,Matched
BTXN-837827,TXN-501701,2024-05-24,2401.7,2725840325,Matched
BTXN-823357,TXN-501702,2025-12-18,9966.13,2725840325,Matched
BTXN-844970,TXN-501703,2025-05-15,6597.97,7558494532,Matched
BTXN-768085,TXN-501704,2024-12-08,5993.18,5821842592,Matched
BTXN-804434,TXN-501705,2024-03-11,8587.23,4818728213,Matched
BTXN-895474,TXN-501706,2025-09-21,4496.3,5821842592,Matched
BTXN-801936,TXN-501707,2024-07-07,8333.55,7247342430,Matched
BTXN-848337,TXN-501708,2024-02-06,6634.97,4818728213,Matched
BTXN-810278,TXN-501709,2025-04-12,7434.0,2725840325,Matched
BTXN-737630,TXN-501710,2024-03-10,6007.97,5821842592,Matched
BTXN-759396,TXN-501711,2024-03-17,8090.06,7558494532,Matched
BTXN-857642,TXN-501712,2025-05-05,3869.91,4818728213,Matched
BTXN-720624,TXN-501713,2024-12-21,2479.81,7558494532,Matched
BTXN-741509,TXN-501714,2025-06-03,7448.52,4818728213,Matched
BTXN-874026,TXN-501715,2024-01-13,9385.06,7558494532,Matched
BTXN-783019,TXN-501716,2025-04-01,7228.16,2725840325,Matched
BTXN-840085,TXN-501717,2025-01-23,1021.99,5821842592,Matched
BTXN-771399,TXN-501718,2024-06-17,1450.25,5821842592,Matched
BTXN-797053,TXN-501719,2024-11-23,5234.47,7558494532,Matched
BTXN-861623,TXN-501720,2024-06-08,1848.21,4818728213,Matched
BTXN-882736,TXN-501721,2024-07-17,8973.82,4818728213,Matched
BTXN-885677,TXN-501722,2024-05-01,9916.78,7247342430,Matched
BTXN-807758,TXN-501724,2025-08-01,7366.34,4818728213,Matched
BTXN-714141,TXN-501726,2024-01-22,4587.66,4818728213,Matched
BTXN-888207,TXN-501727,2024-02-13,5587.99,7558494532,Matched
BTXN-725021,TXN-501728,2025-10-08,3969.21,2725840325,Matched
BTXN-736087,TXN-501729,2024-07-19,8264.43,4818728213,Partial
BTXN-723384,TXN-501730,2024-04-08,2306.6,4818728213,Matched
BTXN-706435,TXN-501731,2025-05-10,3478.19,2725840325,Matched
BTXN-736768,TXN-501732,2024-04-04,1479.75,2725840325,Matched
BTXN-869616,TXN-501733,2024-11-09,5253.2,2725840325,Matched
BTXN-700378,TXN-501734,2025-05-14,2761.53,7558494532,Partial
BTXN-864009,TXN-501735,2024-06-22,222.34,7247342430,Matched
BTXN-744392,TXN-501736,2024-03-08,1625.47,5821842592,Matched
BTXN-868511,TXN-501737,2024-06-18,7521.39,5821842592,Matched
BTXN-714586,TXN-501738,2024-12-03,5485.47,7558494532,Matched
BTXN-760713,TXN-501739,2024-12-29,9427.97,7247342430,Matched
BTXN-758390,TXN-501740,2024-01-02,2180.3,5821842592,Matched
BTXN-825736,TXN-501741,2024-07-02,7981.89,7247342430,Partial
BTXN-845128,TXN-501742,2024-01-20,4282.59,7558494532,Partial
BTXN-842151,TXN-501743,2024-02-07,1391.73,7247342430,Matched
BTXN-726159,TXN-501744,2025-11-10,6068.72,2725840325,Matched
BTXN-748886,TXN-501745,2025-07-07,1320.24,5821842592,Matched
BTXN-740299,TXN-501747,2025-06-22,4959.62,4818728213,Matched
BTXN-846023,TXN-501748,2024-10-04,5865.34,4818728213,Matched
BTXN-826633,TXN-501750,2024-05-10,772.41,5821842592,Matched
BTXN-702752,TXN-501751,2025-12-08,8628.89,2725840325,Partial
BTXN-816020,TXN-501752,2024-02-08,3053.63,4818728213,Partial
BTXN-796582,TXN-501753,2025-01-13,6170.33,7558494532,Matched
BTXN-855816,TXN-501755,2025-05-12,6181.49,2725840325,Matched
BTXN-713561,TXN-501756,2025-07-09,3739.49,4818728213,Matched
BTXN-891753,TXN-501757,2024-02-28,3812.01,2725840325,Matched
BTXN-872019,TXN-501758,2025-06-15,8302.3,2725840325,Matched
BTXN-841630,TXN-501759,2025-04-06,9882.16,7558494532,Matched
BTXN-830881,TXN-501761,2024-04-18,3114.31,4818728213,Partial
BTXN-783832,TXN-501762,2024-08-25,650.18,5821842592,Matched
BTXN-874731,TXN-501763,2024-04-21,1532.23,7247342430,Matched
BTXN-766208,TXN-501764,2024-02-22,6143.1,2725840325,Matched
BTXN-848062,TXN-501765,2024-01-13,9428.97,7558494532,Matched
BTXN-831485,TXN-501766,2024-09-03,9591.78,7558494532,Matched
BTXN-775363,TXN-501767,2024-09-27,1495.9,2725840325,Matched
BTXN-745771,TXN-501768,2024-12-15,2615.1,2725840325,Matched
BTXN-712618,TXN-501769,2024-09-19,9363.41,4818728213,Matched
BTXN-861849,TXN-501770,2024-01-15,3052.47,7247342430,Matched
BTXN-780957,TXN-501771,2024-05-14,9226.36,7247342430,Matched
BTXN-719674,TXN-501772,2024-05-30,5912.07,5821842592,Partial
BTXN-765416,TXN-501773,2024-01-30,5960.19,7558494532,Matched
BTXN-828100,TXN-501774,2025-06-18,4791.22,7558494532,Matched
BTXN-845843,TXN-501775,2024-07-27,9017.44,7247342430,Matched
BTXN-888156,TXN-501776,2025-04-11,5419.66,2725840325,Matched
BTXN-703215,TXN-501777,2024-12-23,9380.5,2725840325,Matched
BTXN-766638,TXN-501778,2025-03-16,3638.46,2725840325,Matched
BTXN-783677,TXN-501779,2025-02-28,9290.47,5821842592,Matched
BTXN-848297,TXN-501780,2024-02-22,4906.86,4818728213,Matched
BTXN-817439,TXN-501781,2025-01-30,8760.85,7247342430,Matched
BTXN-846206,TXN-501782,2025-05-05,2340.15,4818728213,Matched
BTXN-809929,TXN-501783,2024-12-01,8572.07,5821842592,Matched
BTXN-705977,TXN-501784,2024-07-18,1923.95,4818728213,Matched
BTXN-702196,TXN-501785,2025-04-06,873.99,4818728213,Matched
BTXN-887271,TXN-501786,2025-08-13,7939.58,7247342430,Matched
BTXN-861448,TXN-501787,2024-10-01,4572.28,2725840325,Matched
BTXN-775088,TXN-501788,2024-10-10,5611.22,2725840325,Matched
BTXN-735446,TXN-501789,2025-11-11,3322.88,2725840325,Matched
BTXN-703365,TXN-501790,2025-12-21,7617.74,7247342430,Matched
BTXN-743701,TXN-501791,2024-01-02,4254.14,2725840325,Matched
BTXN-840455,TXN-501792,2024-08-28,7692.83,7558494532,Matched
BTXN-811209,TXN-501793,2024-02-11,5000.85,2725840325,Matched
BTXN-703574,TXN-501794,2024-04-19,9729.44,2725840325,Matched
BTXN-896319,TXN-501796,2025-06-30,9558.35,4818728213,Matched
BTXN-835670,TXN-501797,2025-01-16,9219.64,4818728213,Matched
BTXN-701226,TXN-501798,2025-09-03,3979.49,7558494532,Matched
BTXN-721612,TXN-501799,2024-04-23,6382.57,5821842592,Matched
BTXN-717428,TXN-501800,2025-04-11,7363.25,7247342430,Matched
BTXN-764773,TXN-501801,2024-12-08,9229.15,4818728213,Matched
BTXN-828951,TXN-501802,2025-08-15,7623.59,5821842592,Matched
BTXN-877396,TXN-501803,2024-06-18,8326.57,4818728213,Matched
BTXN-761703,TXN-501804,2025-05-28,6977.96,2725840325,Matched
BTXN-866684,TXN-501805,2024-03-14,7459.86,2725840325,Matched
BTXN-799210,TXN-501806,2024-05-24,2674.01,5821842592,Matched
BTXN-860692,TXN-501807,2025-11-05,4735.72,7247342430,Matched
BTXN-783079,TXN-501808,2025-05-10,4405.87,7247342430,Matched
BTXN-721178,TXN-501809,2025-11-12,5450.89,2725840325,Matched
BTXN-784682,TXN-501810,2025-05-25,8878.28,7247342430,Matched
BTXN-886066,TXN-501811,2024-03-13,6632.07,4818728213,Matched
BTXN-759477,TXN-501812,2024-09-12,6694.73,5821842592,Matched
BTXN-877987,TXN-501813,2024-03-30,916.44,5821842592,Matched
BTXN-897287,TXN-501814,2024-12-07,1478.94,5821842592,Matched
BTXN-854678,TXN-501815,2024-06-30,5509.88,5821842592,Matched
BTXN-718921,TXN-501816,2025-09-28,3337.03,4818728213,Matched
BTXN-763042,TXN-501817,2024-01-08,9950.21,7558494532,Matched
BTXN-846270,TXN-501818,2025-06-05,389.58,5821842592,Matched
BTXN-746810,TXN-501819,2024-11-29,6365.6,7247342430,Matched
BTXN-880467,TXN-501820,2025-04-09,8849.14,7247342430,Matched
BTXN-731770,TXN-501821,2025-08-21,3000.09,7558494532,Matched
BTXN-783809,TXN-501822,2024-09-21,9239.22,7247342430,Matched
BTXN-815272,TXN-501823,2024-02-25,426.36,7558494532,Matched
BTXN-890138,TXN-501824,2025-01-29,9140.99,4818728213,Matched
BTXN-836405,TXN-501825,2024-06-29,464.42,2725840325,Matched
BTXN-802609,TXN-501826,2025-11-15,6174.57,5821842592,Partial
BTXN-863429,TXN-501827,2025-03-12,4598.04,5821842592,Matched
BTXN-708096,TXN-501828,2025-06-06,7453.77,7247342430,Matched
BTXN-787666,TXN-501829,2024-05-15,3250.54,7247342430,Matched
BTXN-776369,TXN-501830,2024-08-25,9206.44,4818728213,Matched
BTXN-884329,TXN-501831,2025-03-23,9903.67,5821842592,Matched
BTXN-707092,TXN-501832,2025-04-02,7929.85,7558494532,Matched
BTXN-706599,TXN-501833,2024-01-05,142.94,5821842592,Matched
BTXN-759985,TXN-501834,2025-10-07,6570.25,7558494532,Matched
BTXN-800721,TXN-501836,2025-04-08,2459.61,5821842592,Matched
BTXN-809398,TXN-501837,2025-08-29,1011.98,4818728213,Matched
BTXN-867877,TXN-501838,2024-01-22,6052.9,4818728213,Partial
BTXN-711915,TXN-501839,2025-09-08,9076.71,7247342430,Matched
BTXN-705030,TXN-501840,2024-05-09,4032.37,2725840325,Matched
BTXN-727175,TXN-501841,2024-01-16,4306.44,7247342430,Matched
BTXN-728142,TXN-501842,2025-11-07,4886.72,5821842592,Matched
BTXN-896292,TXN-501843,2025-06-08,8020.18,4818728213,Matched
BTXN-799118,TXN-501844,2025-12-23,1746.59,4818728213,Matched
BTXN-798172,TXN-501845,2024-09-25,1093.07,2725840325,Matched
BTXN-771793,TXN-501846,2024-08-30,5175.75,2725840325,Matched
BTXN-826929,TXN-501847,2024-05-02,2630.71,2725840325,Matched
BTXN-811953,TXN-501848,2024-10-21,2169.28,7558494532,Matched
BTXN-820082,TXN-501849,2025-03-21,8334.84,2725840325,Matched
BTXN-807895,TXN-501850,2024-11-01,6098.19,5821842592,Matched
BTXN-801634,TXN-501851,2024-10-14,6192.91,4818728213,Matched
BTXN-758560,TXN-501852,2024-05-27,5832.91,4818728213,Matched
BTXN-884617,TXN-501853,2024-04-23,9669.03,7558494532,Matched
BTXN-871968,TXN-501854,2025-05-11,6782.56,7247342430,Matched
BTXN-885267,TXN-501855,2024-07-28,8828.96,7247342430,Matched
BTXN-843292,TXN-501856,2025-01-08,8039.0,4818728213,Matched
BTXN-758985,TXN-501857,2025-11-07,6873.25,7558494532,Matched
BTXN-854572,TXN-501858,2024-10-30,2825.71,4818728213,Matched
BTXN-892045,TXN-501859,2024-01-21,9580.81,5821842592,Matched
BTXN-850227,TXN-501860,2024-09-15,9524.0,2725840325,Matched
BTXN-867420,TXN-501861,2025-02-18,7020.65,7558494532,Matched
BTXN-743445,TXN-501862,2025-12-31,5174.79,7558494532,Matched
BTXN-775938,TXN-501863,2024-03-22,7872.15,2725840325,Matched
BTXN-827262,TXN-501864,2025-05-22,189.61,7247342430,Matched
BTXN-810282,TXN-501865,2025-02-06,1684.54,7558494532,Matched
BTXN-722925,TXN-501866,2025-05-31,8882.1,4818728213,Matched
BTXN-828428,TXN-501867,2025-05-18,2033.12,2725840325,Matched
BTXN-782498,TXN-501868,2024-01-24,3518.26,5821842592,Matched
BTXN-757334,TXN-501869,2024-05-30,843.41,4818728213,Matched
BTXN-864275,TXN-501870,2024-07-22,5905.44,4818728213,Matched
BTXN-771936,TXN-501872,2025-05-05,5600.92,7247342430,Matched
BTXN-859907,TXN-501873,2024-11-10,2828.67,7247342430,Matched
BTXN-813254,TXN-501875,2024-06-10,2208.47,2725840325,Matched
BTXN-866829,TXN-501876,2025-10-30,1057.45,2725840325,Partial
BTXN-746515,TXN-501877,2025-09-08,4884.32,4818728213,Matched
BTXN-814639,TXN-501878,2025-10-10,7975.36,4818728213,Matched
BTXN-818751,TXN-501879,2025-04-20,5232.65,7558494532,Matched
BTXN-867822,TXN-501880,2024-02-29,8407.24,4818728213,Matched
BTXN-844476,TXN-501881,2024-12-20,4680.78,5821842592,Matched
BTXN-786300,TXN-501882,2024-11-26,270.13,5821842592,Matched
BTXN-861430,TXN-501883,2025-04-25,8020.36,2725840325,Matched
BTXN-837552,TXN-501884,2025-11-03,6343.8,7247342430,Matched
BTXN-878370,TXN-501885,2025-11-19,909.48,2725840325,Matched
BTXN-758949,TXN-501886,2025-11-06,6981.01,2725840325,Matched
BTXN-811531,TXN-501887,2025-11-12,8002.38,7247342430,Matched
BTXN-718181,TXN-501888,2025-09-17,1639.22,7558494532,Matched
BTXN-755125,TXN-501889,2025-11-16,922.57,7558494532,Matched
BTXN-767840,TXN-501890,2024-09-20,7845.38,2725840325,Matched
BTXN-804603,TXN-501891,2024-03-18,4444.06,5821842592,Matched
BTXN-799563,TXN-501892,2024-10-29,3039.3,7247342430,Matched
BTXN-846079,TXN-501894,2025-09-25,7583.04,5821842592,Matched
BTXN-810498,TXN-501895,2025-10-18,6235.66,7247342430,Matched
BTXN-725045,TXN-501897,2025-08-31,7425.74,7247342430,Matched
BTXN-762129,TXN-501899,2024-02-29,3619.53,4818728213,Matched
BTXN-872185,TXN-501900,2025-08-09,7274.58,7558494532,Matched
BTXN-716866,TXN-501901,2024-11-25,2022.44,2725840325,Matched
BTXN-755242,TXN-501902,2024-06-21,7776.98,5821842592,Matched
BTXN-826204,TXN-501903,2025-01-26,8199.8,7247342430,Matched
BTXN-867515,TXN-501904,2025-10-10,2947.1,5821842592,Matched
BTXN-738551,TXN-501905,2025-04-29,8521.21,7558494532,Matched
BTXN-847602,TXN-501906,2024-04-30,9650.53,7558494532,Matched
BTXN-770504,TXN-501907,2025-10-31,4111.21,2725840325,Matched
BTXN-722202,TXN-501908,2025-07-21,960.06,2725840325,Matched
BTXN-793836,TXN-501909,2024-12-29,10153.78,7247342430,Partial
BTXN-724219,TXN-501910,2025-08-10,7815.39,5821842592,Matched
BTXN-886244,TXN-501911,2025-07-12,6404.72,4818728213,Matched
BTXN-711931,TXN-501912,2025-03-24,6030.68,2725840325,Matched
BTXN-823594,TXN-501913,2025-09-04,868.95,2725840325,Partial
BTXN-897633,TXN-501914,2024-07-04,6418.36,5821842592,Matched
BTXN-750899,TXN-501915,2025-05-06,9906.39,7247342430,Matched
BTXN-868589,TXN-501916,2025-06-29,8697.56,7558494532,Matched
BTXN-725015,TXN-501917,2025-09-25,4994.93,7558494532,Matched
BTXN-892812,TXN-501918,2024-08-02,9127.72,2725840325,Partial
BTXN-823651,TXN-501919,2025-03-29,7702.72,2725840325,Matched
BTXN-746862,TXN-501920,2025-11-12,761.62,2725840325,Matched
BTXN-709548,TXN-501921,2024-04-19,3349.28,7558494532,Matched
BTXN-792848,TXN-501922,2025-04-07,7693.71,4818728213,Matched
BTXN-730019,TXN-501923,2024-10-25,4507.57,5821842592,Matched
BTXN-741411,TXN-501924,2025-05-07,4025.37,7558494532,Matched
BTXN-831308,TXN-501925,2025-05-22,7819.78,5821842592,Matched
BTXN-818205,TXN-501926,2024-09-28,2725.16,2725840325,Matched
BTXN-724761,TXN-501927,2024-01-04,1496.84,4818728213,Matched
BTXN-793646,TXN-501928,2024-06-15,64.24,2725840325,Matched
BTXN-765437,TXN-501929,2024-12-09,892.47,5821842592,Matched
BTXN-741327,TXN-501930,2024-01-22,1427.95,4818728213,Matched
BTXN-851929,TXN-501931,2025-07-14,8791.09,7558494532,Matched
BTXN-801391,TXN-501932,2025-08-26,2184.54,5821842592,Matched
BTXN-791147,TXN-501933,2024-10-28,9325.72,2725840325,Matched
BTXN-846285,TXN-501934,2024-03-25,5364.55,2725840325,Matched
BTXN-764172,TXN-501935,2025-02-02,9684.82,7247342430,Matched
BTXN-743622,TXN-501936,2025-08-29,9760.7,4818728213,Matched
BTXN-852320,TXN-501937,2024-06-09,8429.58,5821842592,Matched
BTXN-748057,TXN-501938,2025-10-19,3316.35,4818728213,Matched
BTXN-767519,TXN-501940,2025-12-08,6396.17,7247342430,Matched
BTXN-767153,TXN-501941,2025-11-12,249.21,5821842592,Matched
BTXN-844878,TXN-501942,2025-02-10,2094.84,7247342430,Matched
BTXN-814026,TXN-501943,2024-09-02,4069.16,4818728213,Partial
BTXN-707425,TXN-501944,2024-11-02,6510.72,5821842592,Matched
BTXN-772067,TXN-501945,2025-09-19,5586.14,7247342430,Matched
BTXN-897506,TXN-501946,2024-11-26,3831.83,5821842592,Matched
BTXN-830257,TXN-501947,2025-03-12,5164.65,7558494532,Partial
BTXN-731195,TXN-501948,2025-11-28,9009.59,5821842592,Matched
BTXN-811673,TXN-501949,2025-04-16,9724.62,2725840325,Matched
BTXN-802395,TXN-501950,2025-06-22,4172.93,5821842592,Matched
BTXN-836699,TXN-501951,2024-11-10,3277.23,7558494532,Partial
BTXN-775098,TXN-501952,2025-12-13,2463.16,7558494532,Matched
BTXN-862345,TXN-501953,2024-08-19,7058.38,7558494532,Matched
BTXN-883462,TXN-501954,2025-06-12,1068.1,2725840325,Matched
BTXN-808493,TXN-501955,2024-11-01,6593.95,2725840325,Matched
BTXN-792483,TXN-501956,2025-02-06,904.76,5821842592,Matched
BTXN-834550,TXN-501957,2024-06-24,10128.71,5821842592,Partial
BTXN-777581,TXN-501959,2025-07-30,1216.46,7247342430,Matched
BTXN-807966,TXN-501960,2025-07-12,3604.07,5821842592,Matched
BTXN-894933,TXN-501961,2024-02-26,5768.46,4818728213,Matched
BTXN-869997,TXN-501962,2025-11-29,3779.72,2725840325,Matched
BTXN-829426,TXN-501963,2025-05-27,2704.12,2725840325,Matched
BTXN-803927,TXN-501964,2025-03-08,2853.64,2725840325,Matched
BTXN-892573,TXN-501965,2025-09-25,3019.26,7247342430,Matched
BTXN-778164,TXN-501966,2024-03-23,3485.24,5821842592,Partial
BTXN-822754,TXN-501967,2024-03-15,4668.45,7558494532,Matched
BTXN-774196,TXN-501968,2025-09-16,3810.69,7558494532,Matched
BTXN-741575,TXN-501969,2024-09-03,1191.31,7558494532,Matched
BTXN-857006,TXN-501970,2024-03-22,1322.19,5821842592,Partial
BTXN-762293,TXN-501971,2025-04-19,1922.85,7558494532,Matched
BTXN-732621,TXN-501972,2024-11-26,4850.18,5821842592,Partial
BTXN-782981,TXN-501973,2025-07-30,8747.18,4818728213,Matched
BTXN-851924,TXN-501974,2024-05-27,6201.18,4818728213,Matched
BTXN-852552,TXN-501975,2024-06-16,1096.44,2725840325,Matched
BTXN-850496,TXN-501976,2025-11-14,1362.32,7247342430,Matched
BTXN-874350,TXN-501977,2024-12-24,2056.01,7558494532,Matched
BTXN-856648,TXN-501978,2025-01-07,9678.89,2725840325,Matched
BTXN-776947,TXN-501979,2024-02-23,1326.75,2725840325,Matched
BTXN-764276,TXN-501981,2025-05-14,9282.95,5821842592,Matched
BTXN-813756,TXN-501982,2024-03-20,7551.27,5821842592,Matched
BTXN-842980,TXN-501983,2024-01-20,9913.99,4818728213,Matched
BTXN-701672,TXN-501984,2024-10-09,792.42,2725840325,Matched
BTXN-803449,TXN-501985,2025-11-24,9433.88,4818728213,Matched
BTXN-701716,TXN-501986,2024-05-28,6270.79,7558494532,Matched
BTXN-722781,TXN-501987,2025-10-16,7086.24,2725840325,Matched
BTXN-834551,TXN-501988,2024-06-03,4513.9,7558494532,Matched
BTXN-797191,TXN-501989,2024-02-16,313.64,7558494532,Partial
BTXN-898318,TXN-501990,2025-09-24,7866.69,7558494532,Matched
BTXN-881070,TXN-501992,2025-05-21,3854.15,7247342430,Matched
BTXN-864132,TXN-501993,2024-10-05,3394.47,4818728213,Matched
BTXN-845637,TXN-501994,2024-06-12,3513.7,7247342430,Matched
