Bank_Transaction_ID,Transaction_Ref,Date,Bank_Amount,Bank_Account,Reconciliation_Status
BTXN-803048,TXN-503048,2025-02-14,15387.82,2642621245,Matched
BTXN-803049,TXN-503049,2025-03-30,3735.07,8900202477,Matched
BTXN-803050,TXN-503050,2024-09-30,2939.79,2426463558,Matched
BTXN-803051,TXN-503051,2024-08-13,18301.38,3313641352,Matched
BTXN-803052,TXN-503052,2025-03-16,13105.67,8802736624,Matched
BTXN-803053,TXN-503053,2025-09-18,14199.76,7717840426,Matched
BTXN-803054,TXN-503054,2024-06-18,3209.44,3419775750,Matched
BTXN-803055,TXN-503055,2025-01-06,14063.07,9060775460,Matched
BTXN-803056,TXN-UNKN-9982,2025-04-24,10811.88,3539253226,Missing
BTXN-803057,TXN-503057,2024-10-07,7432.51,2790936961,Matched
BTXN-803058,TXN-503058,2025-05-21,14869.7,8399212244,Matched
BTXN-803059,TXN-UNKN-6477,2025-10-18,9284.53,2489382864,Missing
BTXN-803060,TXN-503060,2024-01-21,12840.71,4051909426,Matched
BTXN-803061,TXN-503061,2025-05-26,6401.61,8557083593,Matched
BTXN-803062,TXN-503062,2024-02-16,14316.37,2919072459,Matched
BTXN-803063,TXN-503063,2024-09-05,17530.68,5631340012,Matched
BTXN-803064,TXN-503064,2025-09-07,1679.04,3858043821,Matched
BTXN-803065,TXN-503065,2024-09-21,8390.57,4333332370,Matched
BTXN-803066,TXN-503066,2025-04-13,17640.6,9161721525,Matched
BTXN-803067,TXN-503067,2024-06-16,19006.61,6159317551,Matched
BTXN-803068,TXN-503068,2025-01-07,16118.5,4734131267,Matched
BTXN-803069,TXN-503069,2025-03-05,1460.97,1451346366,Matched
BTXN-803070,TXN-503070,2024-02-22,1063.02,7369598672,Matched
BTXN-803071,TXN-503071,2024-12-30,12786.98,3564211280,Matched
BTXN-803072,TXN-503072,2024-07-16,11581.05,5040833762,Matched
BTXN-803073,TXN-UNKN-6161,2025-04-15,16190.29,5397772656,Missing
BTXN-803074,TXN-503074,2025-03-16,362.31,5460566375,Matched
BTXN-803075,TXN-503075,2025-06-23,4877.2,4247484435,Matched
BTXN-803076,TXN-503076,2030-12-25,11794.48,4968537034,Matched
BTXN-803077,TXN-503077,2025-01-21,16350.17,6103198238,Matched
BTXN-803078,TXN-503078,2025-03-15,16651.05,7829794937,Matched
BTXN-803079,TXN-503079,2024-09-21,15375.72,3209496593,Matched
BTXN-803080,TXN-503080,2010-01-01,7304.82,6962449505,Matched
BTXN-803081,TXN-503081,2025-02-20,18883.29,5856071088,Matched
BTXN-803082,TXN-503082,2024-05-07,10208.43,5536608320,Matched
BTXN-803083,TXN-503083,2024-07-24,15823.83,8041760863,Matched
BTXN-803084,TXN-503084,2025-08-01,1497.19,9527309227,Matched
BTXN-803085,TXN-503085,2025-06-18,3832.55,7287849109,Matched
BTXN-803086,TXN-503086,2025-09-17,18208.39,6027921660,Matched
BTXN-803087,TXN-503087,2025-02-15,16958.23,4445180138,Matched
BTXN-803088,TXN-503088,2024-03-10,18495.27,1104362580,Matched
BTXN-803089,TXN-503089,2024-11-05,10503.17,6205671755,Matched
BTXN-803090,TXN-503090,2025-11-25,11023.14,2602230097,Matched
BTXN-803091,TXN-503091,2024-12-30,888.79,9879761927,Matched
BTXN-803092,TXN-503092,2024-03-13,7977.48,8290030972,Matched
BTXN-803093,TXN-503093,2024-05-14,11080.49,7181605552,Matched
BTXN-803094,TXN-503094,2024-02-14,3731.62,6884593637,Partial
BTXN-803095,TXN-503095,2025-04-26,789.8,7344530801,Matched
BTXN-803096,TXN-503096,2025-10-08,10260.14,7678164551,Matched
BTXN-803097,TXN-503097,2025-10-13,6042.03,2543404683,Matched
BTXN-803098,TXN-503098,2025-05-12,13080.58,4968496547,Matched
BTXN-803099,TXN-503099,2025-12-17,6354.06,6509710300,Matched
BTXN-803100,TXN-503100,2025-10-16,5785.94,3454820507,Matched
BTXN-803101,TXN-503101,2024-09-15,4324.65,2293857010,Matched
BTXN-803102,TXN-503102,2024-12-05,3012.61,1442598899,Matched
BTXN-803103,TXN-503103,2024-04-23,8245.02,1364837902,Matched
BTXN-803104,TXN-503104,2024-05-15,10199.53,7088378049,Matched
BTXN-803105,TXN-503105,2024-01-21,16503.95,2488259694,Matched
BTXN-803106,TXN-503106,2024-03-19,7714.43,3652302813,Matched
BTXN-803107,TXN-503107,2024-12-02,5286.17,9644055230,Matched
BTXN-803108,TXN-503108,2024-09-08,15352.46,8450101382,Matched
BTXN-803109,TXN-503109,2025-04-01,18778.38,9345261052,Matched
BTXN-803110,TXN-503110,2025-12-03,10507.5,4675419179,Matched
BTXN-803111,TXN-503111,2025-02-13,10345.08,5764534369,Matched
BTXN-803112,TXN-503112,2025-09-26,7613.43,2198687729,Matched
BTXN-803113,TXN-503113,2024-12-29,8765.63,9544124200,Matched
BTXN-803114,TXN-503114,2024-12-13,184.19,2859976892,Matched
BTXN-803115,TXN-503115,2024-01-02,17761.6,2002805007,Matched
BTXN-803116,TXN-503116,2024-01-22,16657.75,9475044869,Matched
BTXN-803117,TXN-503117,2024-06-04,19965.15,5399181465,Matched
BTXN-803118,TXN-503118,2025-07-16,1868.18,1086223676,Matched
BTXN-803119,TXN-503119,2024-01-25,3831.02,7728119075,Matched
BTXN-803120,TXN-503120,2024-01-21,501.9,6540568725,Matched
BTXN-803121,TXN-503121,2024-08-08,1703.1,7192482890,Matched
BTXN-803122,TXN-503122,2024-03-17,14971.17,8564853048,Matched
BTXN-803123,TXN-503123,2025-01-08,4768.36,3057761442,Matched
BTXN-803124,TXN-503124,2025-05-13,11903.76,6023572791,Matched
BTXN-803125,TXN-503125,2024-03-08,17099.01,8500004111,Matched
BTXN-803126,TXN-503126,2025-02-14,15444.54,3534830585,Matched
BTXN-803127,TXN-503127,2024-06-28,7818.76,1389234417,Matched
BTXN-803128,TXN-503128,2025-08-15,1323.8,9807211128,Matched
BTXN-803129,TXN-503129,2024-09-14,13775.57,5538919666,Matched
BTXN-803130,TXN-503130,2025-12-02,3443.75,7131828060,Matched
BTXN-803131,TXN-503131,2025-11-22,12996.89,5899268870,Matched
BTXN-803132,TXN-503132,2024-05-23,15458.11,8834076961,Matched
BTXN-803133,TXN-503133,2024-06-12,11980.37,5711241157,Matched
BTXN-803134,TXN-503134,2024-10-30,5137.56,1906241844,Matched
BTXN-803135,TXN-500035,2025-06-12,2548.26,9554268751,Matched
BTXN-803136,TXN-503136,2025-04-03,12443.99,8097348793,Matched
BTXN-803137,TXN-503137,2024-12-05,15814.41,1430899444,Matched
BTXN-803138,TXN-503138,2025-02-13,12788.26,5265234351,Matched
BTXN-803139,TXN-503139,2025-11-22,15866.04,4752092865,Matched
BTXN-803140,TXN-503140,2024-10-29,8350.31,1588190847,Matched
BTXN-803141,TXN-503141,2024-04-26,1084.89,8878544697,Matched
BTXN-803142,TXN-503142,2025-10-09,6121.29,5766666814,Matched
BTXN-803143,TXN-503143,2024-12-31,9594.68,8549266685,Matched
BTXN-803144,TXN-503144,2025-12-01,15383.92,5856710380,Matched
BTXN-803145,TXN-503145,2024-12-23,14440.42,3136574869,Matched
BTXN-803146,TXN-503146,2025-02-27,3502.07,5664829471,Matched
BTXN-803147,TXN-503147,2024-06-29,5750.46,9666972383,Matched
BTXN-803148,TXN-503148,2025-04-07,15594.1,9654699099,Matched
BTXN-803149,TXN-503149,2024-04-02,16980.12,3375571266,Matched
BTXN-803150,TXN-503150,2025-03-10,3042.7,1409645972,Matched
BTXN-803151,TXN-503151,2024-08-06,299.95,8857556122,Matched
BTXN-803152,TXN-503152,2024-01-24,9465.03,9791610033,Matched
BTXN-803153,TXN-503153,2025-09-20,4534.25,8382246511,Matched
BTXN-803154,TXN-UNKN-4290,2024-08-18,13954.48,9500151940,Missing
BTXN-803155,TXN-503155,2025-03-26,9533.51,4694200914,Matched
BTXN-803156,TXN-503156,2025-10-13,2964.23,1838442790,Matched
BTXN-803157,TXN-503157,2025-08-29,14525.82,2351975097,Matched
BTXN-803158,TXN-500058,2024-01-11,11204.51,3992885156,Matched
BTXN-803159,TXN-503159,2024-08-04,13269.73,9200127992,Matched
BTXN-803160,TXN-503160,2025-04-17,6147.13,3463755748,Matched
BTXN-803161,TXN-503161,2024-01-07,5576.38,9022212304,Matched
BTXN-803162,TXN-503162,2024-04-21,18441.13,4854878700,Matched
BTXN-803163,TXN-503163,2025-07-29,11222.09,9171541950,Matched
BTXN-803164,TXN-503164,2024-12-04,12305.99,3599432166,Matched
BTXN-803165,TXN-503165,2025-03-11,15522.82,1070646870,Matched
BTXN-803166,TXN-UNKN-5703,2025-11-02,469.79,1477816745,Missing
BTXN-803167,TXN-503167,2025-07-01,16993.21,3492737779,Matched
BTXN-803168,TXN-503168,2025-03-29,13823.08,6279005518,Matched
BTXN-803169,TXN-503169,2024-05-31,15636.32,5494340407,Matched
BTXN-803170,TXN-503170,2024-04-28,16031.2,4171405558,Matched
BTXN-803171,TXN-503171,2024-01-25,19308.89,4850133185,Matched
BTXN-803172,TXN-503172,2025-03-22,12807.75,9980988240,Matched
BTXN-803173,TXN-503173,2024-02-05,19997.86,1626752222,Partial
BTXN-803174,TXN-503174,2025-02-19,8583.73,2930179078,Matched
BTXN-803175,TXN-UNKN-6907,2024-07-02,5291.62,7149363752,Missing
BTXN-803176,TXN-503176,2030-12-25,13460.54,7362236965,Matched
BTXN-803177,TXN-503177,2025-12-28,3208.37,3323824499,Matched
BTXN-803178,TXN-503178,2024-11-22,19524.71,1516101741,Matched
BTXN-803179,TXN-503179,2030-12-25,14825.76,4006872249,Matched
BTXN-803180,TXN-503180,2024-03-19,9126.82,4236736528,Matched
BTXN-803181,TXN-503181,2025-06-10,16190.7,5525411088,Matched
BTXN-803182,TXN-503182,2025-10-10,18738.63,5841334190,Matched
BTXN-803183,TXN-503183,2010-01-01,10904.94,5784160837,Matched
BTXN-803184,TXN-503184,2024-02-13,9343.32,4360980963,Matched
BTXN-803185,TXN-503185,2025-04-06,6347.79,7004840511,Matched
BTXN-803186,TXN-UNKN-3063,2024-09-07,4102.73,6294724874,Missing
BTXN-803187,TXN-503187,2024-08-10,16701.08,6040405267,Matched
BTXN-803188,TXN-503188,2010-01-01,6225.06,8563536790,Matched
BTXN-803189,TXN-503189,2024-03-30,6784.91,7448946639,Matched
BTXN-803190,TXN-503190,2024-12-17,1708.07,9716652358,Matched
BTXN-803191,TXN-503191,2025-09-30,15368.44,7905526955,Matched
BTXN-803192,TXN-503192,2024-11-02,13385.16,9743619376,Matched
BTXN-803193,TXN-503193,2025-12-18,8365.59,6617533244,Partial
BTXN-803194,TXN-503194,2024-03-28,3139.05,7301856301,Matched
BTXN-803195,TXN-503195,2024-07-07,2834.76,1233199979,Matched
BTXN-803196,TXN-503196,2024-01-03,17705.23,9820013937,Matched
BTXN-803197,TXN-503197,2025-01-24,6290.69,2067391044,Matched
BTXN-803198,TXN-503198,2025-01-14,14856.93,7549724536,Matched
BTXN-803199,TXN-503199,2025-02-16,4204.29,3443738099,Matched
BTXN-803200,TXN-503200,2025-11-16,759.38,5190267669,Matched
BTXN-803201,TXN-503201,2024-10-27,18162.71,7051556264,Matched
BTXN-803202,TXN-500002,2025-07-14,18933.26,2222888649,Matched
BTXN-803203,TXN-503203,2025-05-25,6427.88,1842637548,Matched
BTXN-803204,TXN-503204,2025-09-09,16211.45,3952414684,Matched
BTXN-803205,TXN-503205,2025-01-21,19380.4,2559544390,Matched
BTXN-803206,TXN-503206,2025-11-18,13913.34,5805323003,Matched
BTXN-803207,TXN-503207,2024-07-27,10705.68,1234130296,Matched
BTXN-803208,TXN-503208,2024-09-19,11100.92,2517315184,Matched
BTXN-803209,TXN-503209,2025-09-13,15681.6,9939113859,Matched
BTXN-803210,TXN-503210,2024-04-08,1473.73,2264381524,Matched
BTXN-803211,TXN-503211,2024-09-21,14989.79,7376748445,Matched
BTXN-803212,TXN-503212,2025-11-23,7270.88,5596910747,Matched
BTXN-803213,TXN-503213,2025-06-14,3878.79,5254125984,Matched
BTXN-803214,TXN-503214,2025-11-24,1844.34,2361408026,Matched
BTXN-803215,TXN-503215,2024-12-09,5870.06,9251328376,Matched
BTXN-803216,TXN-503216,2024-12-20,4149.8,3119192066,Matched
BTXN-803217,TXN-503217,2025-10-20,19198.93,6529065499,Matched
BTXN-803218,TXN-503218,2024-06-10,13987.95,2797943978,Matched
BTXN-803219,TXN-503219,2025-08-06,3046.93,1878492851,Matched
BTXN-803220,TXN-503220,2024-10-30,11215.37,6342245205,Matched
BTXN-803221,TXN-503221,2024-03-03,10262.54,9433418382,Matched
BTXN-803222,TXN-503222,2025-05-18,2236.27,7537837394,Matched
BTXN-803223,TXN-503223,2024-05-05,6078.74,6215370260,Matched
BTXN-803224,TXN-503224,2025-05-26,5104.56,7477248223,Matched
BTXN-803225,TXN-503225,2024-12-22,4947.01,7763265133,Matched
BTXN-803226,TXN-503226,2025-01-17,1967.98,5053940317,Matched
BTXN-803227,TXN-503227,2024-11-24,1843.87,1771940069,Matched
BTXN-803228,TXN-503228,2025-03-09,11007.4,6072080012,Partial
BTXN-803229,TXN-503229,2024-10-10,10778.79,9724598952,Matched
BTXN-803230,TXN-503230,2025-11-14,9774.65,6467956836,Matched
BTXN-803231,TXN-503231,2024-12-07,18140.82,2166270563,Matched
BTXN-803232,TXN-503232,2025-11-11,6346.07,3896351864,Matched
BTXN-803233,TXN-503233,2025-04-10,10260.57,8254666067,Matched
BTXN-803234,TXN-503234,2024-02-26,11593.33,4415707045,Matched
BTXN-803235,TXN-503235,2024-11-01,5753.53,1644347222,Matched
BTXN-803236,TXN-503236,2025-09-03,7924.86,7605548926,Matched
BTXN-803237,TXN-503237,2024-09-25,4900.71,9122371188,Matched
BTXN-803238,TXN-503238,2024-06-19,9255.38,1527898813,Matched
BTXN-803239,TXN-503239,2024-06-09,5925.4,5057506467,Matched
BTXN-803240,TXN-503240,2024-07-13,17083.71,6617736214,Matched
BTXN-803241,TXN-503241,2025-09-13,6241.13,6628751344,Matched
BTXN-803242,TXN-UNKN-7089,2024-10-27,12470.35,6397111333,Missing
BTXN-803243,TXN-503243,2025-04-28,2301.55,9039973635,Matched
BTXN-803244,TXN-503244,2025-05-24,18812.24,1569321105,Matched
BTXN-803245,TXN-503245,2024-08-07,10475.13,1619405334,Matched
BTXN-803246,TXN-503246,2025-06-25,6983.05,6137044624,Matched
BTXN-803247,TXN-503247,2025-05-25,13065.08,5125739045,Matched
BTXN-803248,TXN-503248,2025-12-25,18348.81,9028481874,Matched
BTXN-803249,TXN-503249,2025-02-12,19408.3,1115131671,Matched
BTXN-803250,TXN-503250,2024-05-09,1191.21,5726004097,Matched
BTXN-803251,TXN-503251,2024-10-14,12751.51,1581377886,Matched
BTXN-803252,TXN-503252,2025-05-20,19227.7,2249045651,Matched
BTXN-803253,TXN-UNKN-8784,2024-06-24,18780.46,4339138482,Missing
BTXN-803254,TXN-503254,2024-10-19,6121.84,3709386846,Matched
BTXN-803255,TXN-503255,2025-10-14,5317.42,1726281699,Matched
BTXN-803256,TXN-503256,2024-05-23,6108.72,5573052650,Matched
BTXN-803257,TXN-503257,2025-02-02,16390.73,6429641321,Matched
BTXN-803258,TXN-503258,2024-11-10,238.48,7425614295,Matched
BTXN-803259,TXN-503259,2025-05-21,10686.05,6046556322,Matched
BTXN-803260,TXN-503260,2025-10-16,4343.72,7419570714,Matched
BTXN-803261,TXN-503261,2024-01-09,16766.63,6263884526,Matched
BTXN-803262,TXN-503262,2024-02-11,18653.99,3568267188,Matched
BTXN-803263,TXN-503263,2024-01-03,14363.27,1177258677,Matched
BTXN-803264,TXN-503264,2025-06-09,12731.64,7995418900,Matched
BTXN-803265,TXN-503265,2025-04-06,564.54,9601503404,Matched
BTXN-803266,TXN-503266,2024-06-12,18695.31,3756459263,Matched
BTXN-803267,TXN-503267,2024-10-15,3261.63,3627716490,Matched
BTXN-803268,TXN-503268,2025-12-24,2390.58,1858954377,Matched
BTXN-803269,TXN-503269,2024-02-20,3444.87,8760757120,Matched
BTXN-803270,TXN-503270,2025-10-12,5199.67,8812248500,Matched
BTXN-803271,TXN-503271,2025-10-01,9565.47,3036329302,Matched
BTXN-803272,TXN-503272,2024-03-07,6921.84,2578193163,Matched
BTXN-803273,TXN-503273,2025-08-15,15731.88,9143271414,Matched
BTXN-803274,TXN-503274,2025-07-23,6389.5,1689062177,Matched
BTXN-803275,TXN-503275,2024-01-22,5678.87,8164557962,Matched
BTXN-803276,TXN-503276,2025-12-07,15850.44,4514308825,Matched
BTXN-803277,TXN-503277,2024-04-20,15621.52,9800795106,Matched
BTXN-803278,TXN-503278,2024-01-31,6407.97,6086376749,Matched
BTXN-803279,TXN-503279,2024-06-03,4195.91,8753625513,Partial
BTXN-803280,TXN-503280,2025-12-28,12114.69,6529825946,Matched
BTXN-803281,TXN-503281,2025-04-13,15134.44,6444009051,Matched
BTXN-803282,TXN-503282,2025-02-04,4863.53,9915752094,Matched
BTXN-803283,TXN-503283,2025-02-20,570.61,8409479055,Matched
BTXN-803284,TXN-503284,2025-11-04,5882.58,6987920274,Matched
BTXN-803285,TXN-503285,2025-01-02,1004.57,6613032335,Matched
BTXN-803286,TXN-503286,2025-05-05,11649.03,8287332833,Matched
BTXN-803287,TXN-503287,2024-06-06,4090.78,1506529809,Matched
BTXN-803288,TXN-503288,2025-07-19,5373.26,7684623475,Matched
BTXN-803289,TXN-503289,2025-03-06,573.17,1026079174,Partial
BTXN-803290,TXN-503290,2025-04-23,10604.25,9085817255,Matched
BTXN-803291,TXN-503291,2025-04-05,18826.06,1520942773,Matched
BTXN-803292,TXN-503292,2025-04-26,10605.37,7813975644,Matched
BTXN-803293,TXN-500093,2025-12-21,16604.08,4183404161,Matched
BTXN-803294,TXN-503294,2024-08-31,8905.68,6213414763,Matched
BTXN-803295,TXN-503295,2025-08-29,4473.57,1412780299,Matched
BTXN-803296,TXN-503296,2025-06-02,19943.22,3140548821,Matched
BTXN-803297,TXN-503297,2025-12-18,2310.7,7078418445,Matched
BTXN-803298,TXN-503298,2024-01-04,14109.82,8864856974,Matched
BTXN-803299,TXN-UNKN-2683,2025-10-25,11294.6,9156562153,Missing
BTXN-803300,TXN-503300,2025-09-30,8767.27,1122694432,Matched
BTXN-803301,TXN-503301,2025-09-16,10072.12,2801911162,Matched
BTXN-803302,TXN-503302,2025-04-25,3004.44,6911197299,Matched
BTXN-803303,TXN-503303,2025-06-03,10791.09,2830281627,Matched
BTXN-803304,TXN-503304,2025-01-28,18238.44,2457371065,Matched
BTXN-803305,TXN-503305,2024-11-09,596.93,9840801117,Matched
BTXN-803306,TXN-503306,2025-07-26,3343.38,3917582121,Matched
BTXN-803307,TXN-503307,2025-05-18,18852.75,7673135405,Matched
BTXN-803308,TXN-503308,2024-02-22,322.43,8962251885,Matched
BTXN-803309,TXN-503309,2024-06-18,12245.47,4329921817,Matched
BTXN-803310,TXN-503310,2024-09-23,3779.69,9720394505,Matched
BTXN-803311,TXN-503311,2025-09-28,7095.66,6021778357,Partial
BTXN-803312,TXN-503312,2025-07-19,3465.4,1262256179,Matched
BTXN-803313,TXN-503313,2024-08-25,12484.22,7658911053,Matched
BTXN-803314,TXN-503314,2024-10-12,10991.09,3369360394,Matched
BTXN-803315,TXN-503315,2024-09-17,5598.52,3469619454,Matched
BTXN-803316,TXN-503316,2024-08-21,4958.88,7569321887,Matched
BTXN-803317,TXN-503317,2024-10-09,3445.38,6603496437,Matched
BTXN-803318,TXN-503318,2024-11-08,16635.72,8492573125,Matched
BTXN-803319,TXN-503319,2025-04-02,5532.7,7691944349,Matched
BTXN-803320,TXN-503320,2024-07-25,939.56,3626186465,Partial
BTXN-803321,TXN-503321,2025-09-23,12281.51,8013062423,Matched
BTXN-803322,TXN-503322,2025-07-16,18987.77,4326031414,Matched
BTXN-803323,TXN-503323,2025-10-02,15211.2,6786472386,Matched
BTXN-803324,TXN-503324,2024-04-26,10548.95,1890830978,Matched
BTXN-803325,TXN-UNKN-5333,2024-10-19,16117.04,1707392840,Missing
BTXN-803326,TXN-503326,2025-10-23,9368.27,9491166732,Matched
BTXN-803327,TXN-503327,2025-04-09,15068.94,1764699217,Matched
BTXN-803328,TXN-503328,2024-07-16,17429.27,2783122266,Matched
BTXN-803329,TXN-503329,2024-02-05,18544.84,4741317687,Matched
BTXN-803330,TXN-503330,2025-10-29,6229.26,9221113943,Matched
BTXN-803331,TXN-503331,2025-04-12,1690.33,8136193829,Matched
BTXN-803332,TXN-503332,2024-07-16,12604.49,4104116219,Matched
BTXN-803333,TXN-503333,2024-01-03,16250.93,2220971860,Matched
BTXN-803334,TXN-503334,2024-06-26,3927.25,3755947858,Matched
BTXN-803335,TXN-503335,2025-01-26,15786.33,2999846035,Matched
BTXN-803336,TXN-503336,2025-09-05,4461.04,9615726755,Matched
BTXN-803337,TXN-503337,2024-06-21,11581.62,8075931970,Partial
BTXN-803338,TXN-503338,2025-02-20,11269.2,5108795675,Matched
BTXN-803339,TXN-503339,2025-02-08,5203.2,5412194486,Matched
BTXN-803340,TXN-503340,2024-01-08,7939.72,3058578063,Matched
BTXN-803341,TXN-503341,2024-11-23,2643.48,2039742144,Matched
BTXN-803342,TXN-503342,2025-11-16,15777.54,5727765269,Matched
BTXN-803343,TXN-503343,2025-10-07,18364.47,4584924105,Matched
BTXN-803344,TXN-503344,2030-12-25,9001.82,4667341545,Matched
BTXN-803345,TXN-503345,2025-05-02,11984.46,6941305348,Matched
BTXN-803346,TXN-UNKN-1454,2024-08-25,683.07,2032949898,Missing
BTXN-803347,TXN-503347,2024-05-27,17622.33,5144202833,Matched
BTXN-803348,TXN-503348,2024-07-19,18083.98,1454857560,Matched
BTXN-803349,TXN-503349,2024-08-04,15972.16,3677103893,Matched
BTXN-803350,TXN-503350,2024-08-24,14115.12,8304996182,Matched
BTXN-803351,TXN-503351,2024-03-27,18319.28,2540626211,Partial
BTXN-803352,TXN-503352,2025-04-08,662.57,8202772473,Matched
BTXN-803353,TXN-500053,2024-07-13,8946.7,3998927711,Matched
BTXN-803354,TXN-503354,2025-04-03,1390.99,1596294489,Matched
BTXN-803355,TXN-503355,2025-07-09,4393.2,9315896499,Matched
BTXN-803356,TXN-503356,2024-01-07,17322.53,8078622926,Matched
BTXN-803357,TXN-503357,2024-12-12,2219.16,2155142293,Matched
BTXN-803358,TXN-503358,2025-11-07,1749.05,4061843127,Matched
BTXN-803359,TXN-503359,2025-05-30,14427.35,9400704138,Matched
BTXN-803360,TXN-503360,2024-06-22,1240.4,9284853099,Matched
BTXN-803361,TXN-503361,2024-09-18,15154.2,1585709208,Matched
BTXN-803362,TXN-503362,2025-04-19,7502.97,2499236195,Matched
BTXN-803363,TXN-503363,2025-02-12,10098.49,5287582348,Matched
BTXN-803364,TXN-503364,2024-04-30,13395.92,5967164180,Matched
BTXN-803365,TXN-503365,2024-06-28,3918.06,1296028658,Matched
BTXN-803366,TXN-503366,2025-11-20,16969.18,7175035264,Matched
BTXN-803367,TXN-503367,2025-04-02,17008.44,4655839197,Matched
BTXN-803368,TXN-503368,2025-08-18,8714.39,6288220060,Matched
BTXN-803369,TXN-503369,2010-01-01,12344.61,8083494359,Matched
BTXN-803370,TXN-503370,2025-03-08,15021.68,8662627047,Matched
BTXN-803371,TXN-UNKN-9177,2024-12-02,14534.15,5218994778,Missing
BTXN-803372,TXN-503372,2025-10-21,8848.23,6663671009,Matched
BTXN-803373,TXN-503373,2025-01-12,8825.79,9784011290,Matched
BTXN-803374,TXN-503374,2025-11-10,13531.71,3095593061,Matched
BTXN-803375,TXN-503375,2025-02-28,9517.32,7953526113,Matched
BTXN-803376,TXN-503376,2024-03-17,1082.93,1066064087,Matched
BTXN-803377,TXN-503377,2024-08-04,13858.29,4854098935,Matched
BTXN-803378,TXN-503378,2025-02-24,12645.14,2078474645,Partial
BTXN-803379,TXN-503379,2024-12-22,3419.38,3819201627,Matched
BTXN-803380,TXN-503380,2024-01-01,16768.21,5747059836,Matched
BTXN-803381,TXN-503381,2024-12-19,11772.58,3460588289,Partial
BTXN-803382,TXN-503382,2024-10-25,19708.95,6163687431,Matched
BTXN-803383,TXN-503383,2024-04-24,5624.4,3705039699,Matched
BTXN-803384,TXN-503384,2025-04-03,3947.88,2020010310,Matched
BTXN-803385,TXN-503385,2025-08-02,10068.8,6503031412,Matched
BTXN-803386,TXN-503386,2025-09-26,15145.57,8265887163,Matched
BTXN-803387,TXN-503387,2024-12-22,1283.66,4844408003,Matched
BTXN-803388,TXN-503388,2024-04-20,804.78,4914765244,Matched
BTXN-803389,TXN-503389,2024-09-02,2545.19,7006075382,Matched
BTXN-803390,TXN-503390,2024-03-04,14116.44,6622314184,Matched
BTXN-803391,TXN-503391,2025-11-07,10743.31,2120740341,Matched
BTXN-803392,TXN-503392,2024-10-13,17328.31,2413832290,Matched
BTXN-803393,TXN-503393,2025-08-19,4886.63,1985783505,Matched
BTXN-803394,TXN-503394,2024-12-01,12958.08,6611814356,Matched
BTXN-803395,TXN-503395,2024-03-16,2134.26,5955591114,Matched
BTXN-803396,TXN-503396,2024-12-06,10234.21,8000812061,Matched
BTXN-803397,TXN-503397,2025-07-19,15997.27,6109513845,Matched
BTXN-803398,TXN-503398,2024-05-13,12683.04,2692294096,Matched
BTXN-803399,TXN-503399,2025-05-30,9332.55,2593307036,Matched
BTXN-803400,TXN-503400,2024-07-25,6858.19,2866276338,Matched
BTXN-803401,TXN-503401,2025-05-03,3584.65,1481410215,Matched
BTXN-803402,TXN-503402,2024-09-30,3927.62,4072815404,Matched
BTXN-803403,TXN-503403,2024-01-29,11625.83,6036897869,Matched
BTXN-803404,TXN-503404,2025-10-24,19257.76,4159207793,Matched
BTXN-803405,TXN-503405,2024-03-15,15946.21,3506302716,Matched
BTXN-803406,TXN-503406,2024-09-22,17367.67,1466256445,Matched
BTXN-803407,TXN-503407,2024-11-18,14657.0,7782337407,Matched
BTXN-803408,TXN-503408,2024-03-09,9211.05,5191177979,Matched
BTXN-803409,TXN-503409,2024-04-10,17133.01,2641449959,Matched
BTXN-803410,TXN-503410,2024-03-31,8117.02,2980919726,Matched
BTXN-803411,TXN-503411,2024-07-12,12590.43,9974291630,Matched
BTXN-803412,TXN-503412,2025-04-19,8631.54,2026854550,Matched
BTXN-803413,TXN-UNKN-2760,2025-12-31,9752.51,9368830952,Missing
BTXN-803414,TXN-500014,2025-10-13,10455.96,1795641069,Matched
BTXN-803415,TXN-503415,2024-11-08,16089.84,2968443130,Matched
BTXN-803416,TXN-503416,2024-08-26,4573.02,6379148582,Matched
BTXN-803417,TXN-503417,2025-07-10,6190.73,2831912998,Matched
BTXN-803418,TXN-UNKN-3355,2025-08-06,6721.17,9219572929,Missing
BTXN-803419,TXN-503419,2024-04-26,3114.9,5182221179,Matched
BTXN-803420,TXN-503420,2025-05-17,5043.37,8449814473,Matched
BTXN-803421,TXN-503421,2024-11-03,11832.21,3478291856,Matched
BTXN-803422,TXN-UNKN-2590,2025-12-18,1627.42,3488909997,Missing
BTXN-803423,TXN-503423,2025-09-09,2716.37,9429555428,Matched
BTXN-803424,TXN-503424,2025-05-08,12486.39,1539407469,Matched
BTXN-803425,TXN-503425,2025-12-09,14338.43,8158529251,Matched
BTXN-803426,TXN-503426,2024-03-19,7410.41,6682879976,Matched
BTXN-803427,TXN-503427,2025-11-09,17350.68,1449140868,Matched
BTXN-803428,TXN-503428,2025-09-30,8536.22,4871232191,Matched
BTXN-803429,TXN-503429,2025-07-27,18902.58,8975321374,Matched
BTXN-803430,TXN-503430,2024-06-03,13102.65,9055252413,Matched
BTXN-803431,TXN-503431,2024-08-31,11986.93,4988224366,Matched
BTXN-803432,TXN-503432,2025-01-27,15076.02,8465177530,Matched
